time,temperature,humidity,measured_mass,initial_mass,equilibrium_mass
7.166666666666667,22,85,10.346,51.473,2.492
7.166666666666667,27,85,1.554,49.625,2.047
7.25,10,65,5.375,48.392,1.444
7.25,10,85,27.793,50.55,1.865
7.25,22,85,9.731,51.473,2.492
7.25,27,85,1.284,49.625,2.047
7.333333333333333,10,65,6.17,48.392,1.444
7.333333333333333,10,85,26.979,50.55,1.865
7.333333333333333,22,85,8.861,51.473,2.492
7.333333333333333,27,85,1.198,49.625,2.047
7.416666666666667,10,65,4.911,48.392,1.444
7.416666666666667,10,85,26.512,50.55,1.865
7.416666666666667,22,85,9.164,51.473,2.492
7.416666666666667,27,85,1.223,49.625,2.047
7.5,10,65,5.559,48.392,1.444
7.5,10,85,26.799,50.55,1.865
7.5,22,85,9.046,51.473,2.492
7.5,27,85,0.997,49.625,2.047
7.583333333333333,10,65,3.853,48.392,1.444
7.583333333333333,10,85,26.031,50.55,1.865
7.583333333333333,22,85,7.74,51.473,2.492
7.583333333333333,27,85,1.94,49.625,2.047
7.666666666666667,10,65,4.512,48.392,1.444
7.666666666666667,10,85,26.2,50.55,1.865
7.666666666666667,22,85,7.773,51.473,2.492
7.666666666666667,27,85,1.352,49.625,2.047
7.75,10,65,3.668,48.392,1.444
7.75,10,85,25.385,50.55,1.865
7.75,22,85,7.942,51.473,2.492
7.75,27,85,1.838,49.625,2.047
7.833333333333333,10,65,4.253,48.392,1.444
7.833333333333333,10,85,26.73,50.55,1.865
7.833333333333333,22,85,6.866,51.473,2.492
7.833333333333333,27,85,1.547,49.625,2.047
7.916666666666667,10,65,2.584,48.392,1.444
7.916666666666667,10,85,25.073,50.55,1.865
7.916666666666667,22,85,7.22,51.473,2.492
7.916666666666667,27,85,1.295,49.625,2.047
8,10,65,3.585,48.392,1.444
8,10,85,24.981,50.55,1.865
8,22,85,6.287,51.473,2.492
8,27,85,0.476,49.625,2.047
8.083333333333334,10,65,3.38,48.392,1.444
8.083333333333334,10,85,25.418,50.55,1.865
8.083333333333334,22,85,6.72,51.473,2.492
8.083333333333334,27,85,1.064,49.625,2.047
8.166666666666666,10,65,3.229,48.392,1.444
8.166666666666666,10,85,24.259,50.55,1.865
8.166666666666666,22,85,5.33,51.473,2.492
8.166666666666666,27,85,1.947,49.625,2.047
8.25,10,65,3.254,48.392,1.444
8.25,10,85,24.906,50.55,1.865
8.25,22,85,5.257,51.473,2.492
8.25,27,85,1.543,49.625,2.047
8.333333333333334,10,65,2.162,48.392,1.444
8.333333333333334,10,85,24.039,50.55,1.865
8.333333333333334,22,85,5.107,51.473,2.492
8.333333333333334,27,85,1.404,49.625,2.047
8.416666666666666,10,65,2.484,48.392,1.444
8.416666666666666,10,85,24.356,50.55,1.865
8.416666666666666,22,85,4.966,51.473,2.492
8.416666666666666,27,85,1.066,49.625,2.047
8.5,10,65,1.491,48.392,1.444
8.5,10,85,23.175,50.55,1.865
8.5,22,85,4.744,51.473,2.492
8.5,27,85,1.114,49.625,2.047
8.583333333333334,10,65,1.165,48.392,1.444
8.583333333333334,10,85,23.385,50.55,1.865
8.583333333333334,22,85,4.472,51.473,2.492
8.583333333333334,27,85,1.412,49.625,2.047
8.666666666666666,10,65,1.859,48.392,1.444
8.666666666666666,10,85,23.314,50.55,1.865
8.666666666666666,22,85,4.407,51.473,2.492
8.666666666666666,27,85,1.726,49.625,2.047
8.75,10,65,1.591,48.392,1.444
8.75,10,85,23.381,50.55,1.865
8.75,22,85,3.946,51.473,2.492
8.75,27,85,1.254,49.625,2.047
8.833333333333334,10,65,1.23,48.392,1.444
8.833333333333334,10,85,23.438,50.55,1.865
8.833333333333334,22,85,3.271,51.473,2.492
8.833333333333334,27,85,1.026,49.625,2.047
8.916666666666666,10,65,0.52,48.392,1.444
8.916666666666666,10,85,22.794,50.55,1.865
8.916666666666666,22,85,4.221,51.473,2.492
8.916666666666666,27,85,1.386,49.625,2.047
9,10,65,0.69,48.392,1.444
9,10,85,22.73,50.55,1.865
9,22,85,3.663,51.473,2.492
9,27,85,1.506,49.625,2.047
9.083333333333334,10,65,0.267,48.392,1.444
9.083333333333334,10,85,21.76,50.55,1.865
9.083333333333334,22,85,3.152,51.473,2.492
9.083333333333334,27,85,1.554,49.625,2.047
9.166666666666666,10,65,0.158,48.392,1.444
9.166666666666666,10,85,21.733,50.55,1.865
9.166666666666666,22,85,3.098,51.473,2.492
9.166666666666666,27,85,1.319,49.625,2.047
9.25,10,65,0.354,48.392,1.444
9.25,10,85,21.682,50.55,1.865
9.25,22,85,1.976,51.473,2.492
9.25,27,85,1.132,49.625,2.047
9.333333333333334,10,65,0.034,48.392,1.444
9.333333333333334,10,85,21.4,50.55,1.865
9.333333333333334,22,85,2.159,51.473,2.492
9.333333333333334,27,85,1.463,49.625,2.047
9.416666666666666,10,65,0.679,48.392,1.444
9.416666666666666,10,85,22.358,50.55,1.865
9.416666666666666,22,85,2.025,51.473,2.492
9.416666666666666,27,85,0.711,49.625,2.047
9.5,10,65,0.299,48.392,1.444
9.5,10,85,21.202,50.55,1.865
9.5,22,85,2.578,51.473,2.492
9.5,27,85,1.492,49.625,2.047
9.583333333333334,10,85,21.747,50.55,1.865
9.583333333333334,22,85,1.878,51.473,2.492
9.583333333333334,27,85,1.309,49.625,2.047
9.666666666666666,10,85,20.309,50.55,1.865
9.666666666666666,22,85,2.443,51.473,2.492
9.666666666666666,27,85,1.174,49.625,2.047
9.75,10,85,20.452,50.55,1.865
9.75,22,85,1.685,51.473,2.492
9.75,27,85,1.247,49.625,2.047
9.833333333333334,10,85,19.986,50.55,1.865
9.833333333333334,22,85,2.213,51.473,2.492
9.916666666666666,10,85,19.425,50.55,1.865
9.916666666666666,22,85,1.901,51.473,2.492
10,10,85,19.598,50.55,1.865
10,22,85,1.298,51.473,2.492
10.083333333333334,10,85,19.408,50.55,1.865
10.083333333333334,22,85,1.897,51.473,2.492
10.166666666666666,10,85,19.043,50.55,1.865
10.166666666666666,22,85,1.679,51.473,2.492
10.25,10,85,18.715,50.55,1.865
10.25,22,85,1.698,51.473,2.492
10.333333333333334,10,85,19.416,50.55,1.865
10.333333333333334,22,85,1.701,51.473,2.492
10.416666666666666,10,85,17.974,50.55,1.865
10.416666666666666,22,85,0.849,51.473,2.492
10.5,10,85,18.493,50.55,1.865
10.5,22,85,0.909,51.473,2.492
10.583333333333334,10,85,18.917,50.55,1.865
10.583333333333334,22,85,1.191,51.473,2.492
10.666666666666666,10,85,17.742,50.55,1.865
10.666666666666666,22,85,1.665,51.473,2.492
10.75,10,85,17.952,50.55,1.865
10.75,22,85,2.446,51.473,2.492
10.833333333333334,10,85,18.315,50.55,1.865
10.833333333333334,22,85,1.432,51.473,2.492
10.916666666666666,10,85,17.18,50.55,1.865
10.916666666666666,22,85,1.747,51.473,2.492
11,10,85,17.454,50.55,1.865
11.083333333333334,10,85,17.038,50.55,1.865
11.166666666666666,10,85,16.851,50.55,1.865
11.25,10,85,16.683,50.55,1.865
11.333333333333334,10,85,16.115,50.55,1.865
11.416666666666666,10,85,16.162,50.55,1.865
11.5,10,85,16.323,50.55,1.865
11.583333333333334,10,85,16.483,50.55,1.865
11.666666666666666,10,85,15.599,50.55,1.865
11.75,10,85,15.616,50.55,1.865
11.833333333333334,10,85,15.33,50.55,1.865
11.916666666666666,10,85,15.34,50.55,1.865
12,10,85,14.116,50.55,1.865
12.083333333333334,10,85,15.596,50.55,1.865
12.166666666666666,10,85,14.727,50.55,1.865
12.25,10,85,13.911,50.55,1.865
12.333333333333334,10,85,14.177,50.55,1.865
12.416666666666666,10,85,14.397,50.55,1.865
12.5,10,85,13.093,50.55,1.865
12.583333333333334,10,85,14.411,50.55,1.865
12.666666666666666,10,85,13.478,50.55,1.865
12.75,10,85,13.426,50.55,1.865
12.833333333333334,10,85,13.229,50.55,1.865
12.916666666666666,10,85,12.723,50.55,1.865
13,10,85,11.308,50.55,1.865
13.083333333333334,10,85,12.426,50.55,1.865
13.166666666666666,10,85,12.244,50.55,1.865
13.25,10,85,11.823,50.55,1.865
13.333333333333334,10,85,11.316,50.55,1.865
13.416666666666666,10,85,11.611,50.55,1.865
13.5,10,85,11.937,50.55,1.865
13.583333333333334,10,85,11.345,50.55,1.865
13.666666666666666,10,85,10.993,50.55,1.865
13.75,10,85,10.439,50.55,1.865
13.833333333333334,10,85,11.26,50.55,1.865
13.916666666666666,10,85,10.988,50.55,1.865
14,10,85,10.777,50.55,1.865
14.083333333333334,10,85,9.785,50.55,1.865
14.166666666666666,10,85,10.325,50.55,1.865
14.25,10,85,10.539,50.55,1.865
14.333333333333334,10,85,10.203,50.55,1.865
14.416666666666666,10,85,7.756,50.55,1.865
14.5,10,85,9.915,50.55,1.865
14.583333333333334,10,85,9.492,50.55,1.865
14.666666666666666,10,85,8.765,50.55,1.865
14.75,10,85,9.049,50.55,1.865
14.833333333333334,10,85,8.91,50.55,1.865
14.916666666666666,10,85,9.066,50.55,1.865
15,10,85,7.997,50.55,1.865
15.083333333333334,10,85,8.523,50.55,1.865
15.166666666666666,10,85,7.621,50.55,1.865
15.25,10,85,7.387,50.55,1.865
15.333333333333334,10,85,7.479,50.55,1.865
15.416666666666666,10,85,7.101,50.55,1.865
15.5,10,85,7.816,50.55,1.865
15.583333333333334,10,85,6.894,50.55,1.865
15.666666666666666,10,85,7.105,50.55,1.865
15.75,10,85,6.817,50.55,1.865
15.833333333333334,10,85,6.571,50.55,1.865
15.916666666666666,10,85,6.192,50.55,1.865
16,10,85,6.105,50.55,1.865
16.083333333333332,10,85,6.394,50.55,1.865
16.166666666666668,10,85,5.346,50.55,1.865
16.25,10,85,5.813,50.55,1.865
16.333333333333332,10,85,5.844,50.55,1.865
16.416666666666668,10,85,5.932,50.55,1.865
16.5,10,85,5.694,50.55,1.865
16.583333333333332,10,85,5.166,50.55,1.865
16.666666666666668,10,85,5.133,50.55,1.865
16.75,10,85,5.363,50.55,1.865
16.833333333333332,10,85,5.77,50.55,1.865
16.916666666666668,10,85,4.06,50.55,1.865
17,10,85,4.446,50.55,1.865
17.083333333333332,10,85,4.214,50.55,1.865
17.166666666666668,10,85,3.867,50.55,1.865
17.25,10,85,3.622,50.55,1.865
17.333333333333332,10,85,3.472,50.55,1.865
17.416666666666668,10,85,3.377,50.55,1.865
17.5,10,85,4.289,50.55,1.865
17.583333333333332,10,85,3.267,50.55,1.865
17.666666666666668,10,85,3.643,50.55,1.865
17.75,10,85,3.408,50.55,1.865
17.833333333333332,10,85,3.556,50.55,1.865
17.916666666666668,10,85,3.106,50.55,1.865
18,10,85,2.776,50.55,1.865
18.083333333333332,10,85,1.809,50.55,1.865
18.166666666666668,10,85,2.61,50.55,1.865
18.25,10,85,3.425,50.55,1.865
18.333333333333332,10,85,2.414,50.55,1.865
18.416666666666668,10,85,2.354,50.55,1.865
18.5,10,85,2.37,50.55,1.865
18.583333333333332,10,85,2.855,50.55,1.865
18.666666666666668,10,85,1.892,50.55,1.865
18.75,10,85,1.531,50.55,1.865
18.833333333333332,10,85,1.582,50.55,1.865
18.916666666666668,10,85,1.926,50.55,1.865
19,10,85,1.149,50.55,1.865
19.083333333333332,10,85,0.856,50.55,1.865
19.166666666666668,10,85,1.043,50.55,1.865
19.25,10,85,1.882,50.55,1.865
19.333333333333332,10,85,0.627,50.55,1.865
19.416666666666668,10,85,1.287,50.55,1.865
19.5,10,85,0.794,50.55,1.865
19.583333333333332,10,85,1.012,50.55,1.865
19.666666666666668,10,85,1.468,50.55,1.865
19.75,10,85,0.408,50.55,1.865
19.833333333333332,10,85,0.785,50.55,1.865
19.916666666666668,10,85,0.304,50.55,1.865
20,10,85,0.993,50.55,1.865
20.083333333333332,10,85,0.804,50.55,1.865
20.166666666666668,10,85,0.9,50.55,1.865
20.25,10,85,0.439,50.55,1.865
